bcbm_feature,match_key,openbtai_feature,matched
patient_original_glszm_smallareahighgraylevelemphasis_min,original_glszm_smallareahighgraylevelemphasis_min,ext_original_glszm_SmallAreaHighGrayLevelEmphasis_min,True
patient_original_glszm_smallareahighgraylevelemphasis_std,original_glszm_smallareahighgraylevelemphasis_std,ext_original_glszm_SmallAreaHighGrayLevelEmphasis_std,True
patient_original_glszm_smallarealowgraylevelemphasis_cv,original_glszm_smallarealowgraylevelemphasis_cv,,False
patient_original_glszm_smallarealowgraylevelemphasis_iqr,original_glszm_smallarealowgraylevelemphasis_iqr,,False
patient_original_glszm_smallarealowgraylevelemphasis_max,original_glszm_smallarealowgraylevelemphasis_max,ext_original_glszm_SmallAreaLowGrayLevelEmphasis_max,True
patient_original_glszm_smallarealowgraylevelemphasis_mean,original_glszm_smallarealowgraylevelemphasis_mean,ext_original_glszm_SmallAreaLowGrayLevelEmphasis_mean,True
patient_original_glszm_smallarealowgraylevelemphasis_min,original_glszm_smallarealowgraylevelemphasis_min,ext_original_glszm_SmallAreaLowGrayLevelEmphasis_min,True
patient_original_glszm_smallarealowgraylevelemphasis_std,original_glszm_smallarealowgraylevelemphasis_std,ext_original_glszm_SmallAreaLowGrayLevelEmphasis_std,True
patient_original_glszm_zoneentropy_cv,original_glszm_zoneentropy_cv,,False
patient_original_glszm_zoneentropy_iqr,original_glszm_zoneentropy_iqr,,False
patient_original_glszm_zoneentropy_max,original_glszm_zoneentropy_max,ext_original_glszm_ZoneEntropy_max,True
patient_original_glszm_zoneentropy_mean,original_glszm_zoneentropy_mean,ext_original_glszm_ZoneEntropy_mean,True
patient_original_glszm_zoneentropy_min,original_glszm_zoneentropy_min,ext_original_glszm_ZoneEntropy_min,True
patient_original_glszm_zoneentropy_std,original_glszm_zoneentropy_std,ext_original_glszm_ZoneEntropy_std,True
patient_original_glszm_zonepercentage_cv,original_glszm_zonepercentage_cv,,False
patient_original_glszm_zonepercentage_iqr,original_glszm_zonepercentage_iqr,,False
patient_original_glszm_zonepercentage_max,original_glszm_zonepercentage_max,ext_original_glszm_ZonePercentage_max,True
patient_original_glszm_zonepercentage_mean,original_glszm_zonepercentage_mean,ext_original_glszm_ZonePercentage_mean,True
patient_original_glszm_zonepercentage_min,original_glszm_zonepercentage_min,ext_original_glszm_ZonePercentage_min,True
patient_original_glszm_zonepercentage_std,original_glszm_zonepercentage_std,ext_original_glszm_ZonePercentage_std,True
patient_original_glszm_zonevariance_cv,original_glszm_zonevariance_cv,,False
patient_original_glszm_zonevariance_iqr,original_glszm_zonevariance_iqr,,False
patient_original_glszm_zonevariance_max,original_glszm_zonevariance_max,ext_original_glszm_ZoneVariance_max,True
patient_original_glszm_zonevariance_mean,original_glszm_zonevariance_mean,ext_original_glszm_ZoneVariance_mean,True
patient_original_glszm_zonevariance_min,original_glszm_zonevariance_min,ext_original_glszm_ZoneVariance_min,True
patient_original_glszm_zonevariance_std,original_glszm_zonevariance_std,ext_original_glszm_ZoneVariance_std,True
patient_original_ngtdm_busyness_cv,original_ngtdm_busyness_cv,,False
patient_original_ngtdm_busyness_iqr,original_ngtdm_busyness_iqr,,False
patient_original_ngtdm_busyness_max,original_ngtdm_busyness_max,ext_original_ngtdm_Busyness_max,True
patient_original_ngtdm_busyness_mean,original_ngtdm_busyness_mean,ext_original_ngtdm_Busyness_mean,True
patient_original_ngtdm_busyness_min,original_ngtdm_busyness_min,ext_original_ngtdm_Busyness_min,True
patient_original_ngtdm_busyness_std,original_ngtdm_busyness_std,ext_original_ngtdm_Busyness_std,True
patient_original_ngtdm_coarseness_cv,original_ngtdm_coarseness_cv,,False
patient_original_ngtdm_coarseness_iqr,original_ngtdm_coarseness_iqr,,False
patient_original_ngtdm_coarseness_max,original_ngtdm_coarseness_max,ext_original_ngtdm_Coarseness_max,True
patient_original_ngtdm_coarseness_mean,original_ngtdm_coarseness_mean,ext_original_ngtdm_Coarseness_mean,True
patient_original_ngtdm_coarseness_min,original_ngtdm_coarseness_min,ext_original_ngtdm_Coarseness_min,True
patient_original_ngtdm_coarseness_std,original_ngtdm_coarseness_std,ext_original_ngtdm_Coarseness_std,True
patient_original_ngtdm_complexity_cv,original_ngtdm_complexity_cv,,False
patient_original_ngtdm_complexity_iqr,original_ngtdm_complexity_iqr,,False
patient_original_ngtdm_complexity_max,original_ngtdm_complexity_max,ext_original_ngtdm_Complexity_max,True
patient_original_ngtdm_complexity_mean,original_ngtdm_complexity_mean,ext_original_ngtdm_Complexity_mean,True
patient_original_ngtdm_complexity_min,original_ngtdm_complexity_min,ext_original_ngtdm_Complexity_min,True
patient_original_ngtdm_complexity_std,original_ngtdm_complexity_std,ext_original_ngtdm_Complexity_std,True
patient_original_ngtdm_contrast_cv,original_ngtdm_contrast_cv,,False
patient_original_ngtdm_contrast_iqr,original_ngtdm_contrast_iqr,,False
patient_original_ngtdm_contrast_max,original_ngtdm_contrast_max,ext_original_ngtdm_Contrast_max,True
patient_original_ngtdm_contrast_mean,original_ngtdm_contrast_mean,ext_original_ngtdm_Contrast_mean,True
patient_original_ngtdm_contrast_min,original_ngtdm_contrast_min,ext_original_ngtdm_Contrast_min,True
patient_original_ngtdm_contrast_std,original_ngtdm_contrast_std,ext_original_ngtdm_Contrast_std,True
patient_original_ngtdm_strength_cv,original_ngtdm_strength_cv,,False
patient_original_ngtdm_strength_iqr,original_ngtdm_strength_iqr,,False
patient_original_ngtdm_strength_max,original_ngtdm_strength_max,ext_original_ngtdm_Strength_max,True
patient_original_ngtdm_strength_mean,original_ngtdm_strength_mean,ext_original_ngtdm_Strength_mean,True
patient_original_ngtdm_strength_min,original_ngtdm_strength_min,ext_original_ngtdm_Strength_min,True
patient_original_ngtdm_strength_std,original_ngtdm_strength_std,ext_original_ngtdm_Strength_std,True
patient_original_shape_elongation_cv,original_shape_elongation_cv,,False
patient_original_shape_elongation_iqr,original_shape_elongation_iqr,,False
patient_original_shape_elongation_max,original_shape_elongation_max,ext_original_shape_Elongation_max,True
patient_original_shape_elongation_mean,original_shape_elongation_mean,ext_original_shape_Elongation_mean,True
patient_original_shape_elongation_min,original_shape_elongation_min,ext_original_shape_Elongation_min,True
patient_original_shape_elongation_std,original_shape_elongation_std,ext_original_shape_Elongation_std,True
patient_original_shape_flatness_cv,original_shape_flatness_cv,,False
patient_original_shape_flatness_iqr,original_shape_flatness_iqr,,False
patient_original_shape_flatness_max,original_shape_flatness_max,ext_original_shape_Flatness_max,True
patient_original_shape_flatness_mean,original_shape_flatness_mean,ext_original_shape_Flatness_mean,True
patient_original_shape_flatness_min,original_shape_flatness_min,ext_original_shape_Flatness_min,True
patient_original_shape_flatness_std,original_shape_flatness_std,ext_original_shape_Flatness_std,True
patient_original_shape_leastaxislength_cv,original_shape_leastaxislength_cv,,False
patient_original_shape_leastaxislength_iqr,original_shape_leastaxislength_iqr,,False
patient_original_shape_leastaxislength_max,original_shape_leastaxislength_max,ext_original_shape_LeastAxisLength_max,True
patient_original_shape_leastaxislength_mean,original_shape_leastaxislength_mean,ext_original_shape_LeastAxisLength_mean,True
patient_original_shape_leastaxislength_min,original_shape_leastaxislength_min,ext_original_shape_LeastAxisLength_min,True
patient_original_shape_leastaxislength_std,original_shape_leastaxislength_std,ext_original_shape_LeastAxisLength_std,True
patient_original_shape_majoraxislength_cv,original_shape_majoraxislength_cv,,False
patient_original_shape_majoraxislength_iqr,original_shape_majoraxislength_iqr,,False
patient_original_shape_majoraxislength_max,original_shape_majoraxislength_max,ext_original_shape_MajorAxisLength_max,True
patient_original_shape_majoraxislength_mean,original_shape_majoraxislength_mean,ext_original_shape_MajorAxisLength_mean,True
patient_original_shape_majoraxislength_min,original_shape_majoraxislength_min,ext_original_shape_MajorAxisLength_min,True
patient_original_shape_majoraxislength_std,original_shape_majoraxislength_std,ext_original_shape_MajorAxisLength_std,True
patient_original_shape_maximum2ddiametercolumn_cv,original_shape_maximum2ddiametercolumn_cv,,False
patient_original_shape_maximum2ddiametercolumn_iqr,original_shape_maximum2ddiametercolumn_iqr,,False
patient_original_shape_maximum2ddiametercolumn_max,original_shape_maximum2ddiametercolumn_max,ext_original_shape_Maximum2DDiameterColumn_max,True
patient_original_shape_maximum2ddiametercolumn_mean,original_shape_maximum2ddiametercolumn_mean,ext_original_shape_Maximum2DDiameterColumn_mean,True
patient_original_shape_maximum2ddiametercolumn_min,original_shape_maximum2ddiametercolumn_min,ext_original_shape_Maximum2DDiameterColumn_min,True
patient_original_shape_maximum2ddiametercolumn_std,original_shape_maximum2ddiametercolumn_std,ext_original_shape_Maximum2DDiameterColumn_std,True
patient_original_shape_maximum2ddiameterrow_cv,original_shape_maximum2ddiameterrow_cv,,False
patient_original_shape_maximum2ddiameterrow_iqr,original_shape_maximum2ddiameterrow_iqr,,False
patient_original_shape_maximum2ddiameterrow_max,original_shape_maximum2ddiameterrow_max,ext_original_shape_Maximum2DDiameterRow_max,True
patient_original_shape_maximum2ddiameterrow_mean,original_shape_maximum2ddiameterrow_mean,ext_original_shape_Maximum2DDiameterRow_mean,True
patient_original_shape_maximum2ddiameterrow_min,original_shape_maximum2ddiameterrow_min,ext_original_shape_Maximum2DDiameterRow_min,True
patient_original_shape_maximum2ddiameterrow_std,original_shape_maximum2ddiameterrow_std,ext_original_shape_Maximum2DDiameterRow_std,True
patient_original_shape_maximum2ddiameterslice_cv,original_shape_maximum2ddiameterslice_cv,,False
patient_original_shape_maximum2ddiameterslice_iqr,original_shape_maximum2ddiameterslice_iqr,,False
patient_original_shape_maximum2ddiameterslice_max,original_shape_maximum2ddiameterslice_max,ext_original_shape_Maximum2DDiameterSlice_max,True
patient_original_shape_maximum2ddiameterslice_mean,original_shape_maximum2ddiameterslice_mean,ext_original_shape_Maximum2DDiameterSlice_mean,True
patient_original_shape_maximum2ddiameterslice_min,original_shape_maximum2ddiameterslice_min,ext_original_shape_Maximum2DDiameterSlice_min,True
patient_original_shape_maximum2ddiameterslice_std,original_shape_maximum2ddiameterslice_std,ext_original_shape_Maximum2DDiameterSlice_std,True
patient_original_shape_maximum3ddiameter_cv,original_shape_maximum3ddiameter_cv,,False
patient_original_shape_maximum3ddiameter_iqr,original_shape_maximum3ddiameter_iqr,,False
patient_original_shape_maximum3ddiameter_max,original_shape_maximum3ddiameter_max,ext_original_shape_Maximum3DDiameter_max,True
patient_original_shape_maximum3ddiameter_mean,original_shape_maximum3ddiameter_mean,ext_original_shape_Maximum3DDiameter_mean,True
patient_original_shape_maximum3ddiameter_min,original_shape_maximum3ddiameter_min,ext_original_shape_Maximum3DDiameter_min,True
patient_original_shape_maximum3ddiameter_std,original_shape_maximum3ddiameter_std,ext_original_shape_Maximum3DDiameter_std,True
patient_original_shape_meshvolume_cv,original_shape_meshvolume_cv,,False
patient_original_shape_meshvolume_iqr,original_shape_meshvolume_iqr,,False
patient_original_shape_meshvolume_max,original_shape_meshvolume_max,ext_original_shape_MeshVolume_max,True
patient_original_shape_meshvolume_mean,original_shape_meshvolume_mean,ext_original_shape_MeshVolume_mean,True
patient_original_shape_meshvolume_min,original_shape_meshvolume_min,ext_original_shape_MeshVolume_min,True
patient_original_shape_meshvolume_std,original_shape_meshvolume_std,ext_original_shape_MeshVolume_std,True
patient_original_shape_minoraxislength_cv,original_shape_minoraxislength_cv,,False
patient_original_shape_minoraxislength_iqr,original_shape_minoraxislength_iqr,,False
patient_original_shape_minoraxislength_max,original_shape_minoraxislength_max,ext_original_shape_MinorAxisLength_max,True
patient_original_shape_minoraxislength_mean,original_shape_minoraxislength_mean,ext_original_shape_MinorAxisLength_mean,True
patient_original_shape_minoraxislength_min,original_shape_minoraxislength_min,ext_original_shape_MinorAxisLength_min,True
patient_original_shape_minoraxislength_std,original_shape_minoraxislength_std,ext_original_shape_MinorAxisLength_std,True
patient_original_shape_sphericity_cv,original_shape_sphericity_cv,,False
patient_original_shape_sphericity_iqr,original_shape_sphericity_iqr,,False
patient_original_shape_sphericity_max,original_shape_sphericity_max,ext_original_shape_Sphericity_max,True
patient_original_shape_sphericity_mean,original_shape_sphericity_mean,ext_original_shape_Sphericity_mean,True
patient_original_shape_sphericity_min,original_shape_sphericity_min,ext_original_shape_Sphericity_min,True
patient_original_shape_sphericity_std,original_shape_sphericity_std,ext_original_shape_Sphericity_std,True
patient_original_shape_surfacearea_cv,original_shape_surfacearea_cv,,False
patient_original_shape_surfacearea_iqr,original_shape_surfacearea_iqr,,False
patient_original_shape_surfacearea_max,original_shape_surfacearea_max,ext_original_shape_SurfaceArea_max,True
patient_original_shape_surfacearea_mean,original_shape_surfacearea_mean,ext_original_shape_SurfaceArea_mean,True
patient_original_shape_surfacearea_min,original_shape_surfacearea_min,ext_original_shape_SurfaceArea_min,True
patient_original_shape_surfacearea_std,original_shape_surfacearea_std,ext_original_shape_SurfaceArea_std,True
patient_original_shape_surfacevolumeratio_cv,original_shape_surfacevolumeratio_cv,,False
patient_original_shape_surfacevolumeratio_iqr,original_shape_surfacevolumeratio_iqr,,False
patient_original_shape_surfacevolumeratio_max,original_shape_surfacevolumeratio_max,ext_original_shape_SurfaceVolumeRatio_max,True
patient_original_shape_surfacevolumeratio_mean,original_shape_surfacevolumeratio_mean,ext_original_shape_SurfaceVolumeRatio_mean,True
patient_original_shape_surfacevolumeratio_min,original_shape_surfacevolumeratio_min,ext_original_shape_SurfaceVolumeRatio_min,True
patient_original_shape_surfacevolumeratio_std,original_shape_surfacevolumeratio_std,ext_original_shape_SurfaceVolumeRatio_std,True
patient_original_shape_voxelvolume_cv,original_shape_voxelvolume_cv,,False
patient_original_shape_voxelvolume_iqr,original_shape_voxelvolume_iqr,,False
patient_original_shape_voxelvolume_max,original_shape_voxelvolume_max,ext_original_shape_VoxelVolume_max,True
patient_original_shape_voxelvolume_mean,original_shape_voxelvolume_mean,ext_original_shape_VoxelVolume_mean,True
patient_original_shape_voxelvolume_min,original_shape_voxelvolume_min,ext_original_shape_VoxelVolume_min,True
patient_original_shape_voxelvolume_std,original_shape_voxelvolume_std,ext_original_shape_VoxelVolume_std,True
